TABLE/PRODUCTION_CROPS/REFERENCE_YEAR,TABLE/PRODUCTION_CROPS/DISTRICT_NAME,TABLE/PRODUCTION_CROPS/DISTRICT_ID,TABLE/PRODUCTION_CROPS/TALUKA_NAME,TABLE/PRODUCTION_CROPS/TALUKA_ID,TABLE/PRODUCTION_CROPS/RICE,TABLE/PRODUCTION_CROPS/WHEAT,TABLE/PRODUCTION_CROPS/JOWARR/_Missing,TABLE/PRODUCTION_CROPS/BAJRA/_Missing,TABLE/PRODUCTION_CROPS/BARLEY/_Missing,TABLE/PRODUCTION_CROPS/MAIZE,TABLE/PRODUCTION_CROPS/RAGI/_Missing,TABLE/PRODUCTION_CROPS/OTHR_CEREALS/_Missing,TABLE/PRODUCTION_CROPS/GRAM,TABLE/PRODUCTION_CROPS/TUR,TABLE/PRODUCTION_CROPS/MUNG,TABLE/PRODUCTION_CROPS/UDID/_Missing,TABLE/PRODUCTION_CROPS/MASOOR/_Missing,TABLE/PRODUCTION_CROPS/OTR_PULSES,TABLE/PRODUCTION_CROPS/SUGARCANE,TABLE/PRODUCTION_CROPS/OTHER_SPICES/_Missing,TABLE/PRODUCTION_CROPS/COTTON/_Missing,TABLE/PRODUCTION_CROPS/MESTA/_Missing,TABLE/PRODUCTION_CROPS/LINSEED_JAWAS,TABLE/PRODUCTION_CROPS/GROUNDNUTS/_Missing,TABLE/PRODUCTION_CROPS/SUNFLOWER/_Missing,TABLE/PRODUCTION_CROPS/SESAMUM/_Missing,TABLE/PRODUCTION_CROPS/SOYABEAN/_Missing,TABLE/PRODUCTION_CROPS/OTR_OILSEEDS,TABLE/PRODUCTION_CROPS/TOBACCO/_Missing,TABLE/PRODUCTION_CROPS/MEDICINAL/_Missing
2011-12,Gondiya,507,Districtlevel_Gondiya,9911,3115.09,17.87,.,.,.,2.2,.,.,27.3,49.5,0.41,.,.,35.22,1728,.,.,.,23.22,.,.,.,.,0.64,.,.
