TABLE/PRODUCTION_CROPS/REFERENCE_YEAR,TABLE/PRODUCTION_CROPS/DISTRICT_NAME,TABLE/PRODUCTION_CROPS/DISTRICT_ID,TABLE/PRODUCTION_CROPS/TALUKA_NAME,TABLE/PRODUCTION_CROPS/TALUKA_ID,TABLE/PRODUCTION_CROPS/RICE/_Missing,TABLE/PRODUCTION_CROPS/WHEAT,TABLE/PRODUCTION_CROPS/JOWARR/_Missing,TABLE/PRODUCTION_CROPS/BAJRA,TABLE/PRODUCTION_CROPS/BARLEY/_Missing,TABLE/PRODUCTION_CROPS/MAIZE,TABLE/PRODUCTION_CROPS/RAGI,TABLE/PRODUCTION_CROPS/OTHR_CEREALS,TABLE/PRODUCTION_CROPS/GRAM,TABLE/PRODUCTION_CROPS/TUR,TABLE/PRODUCTION_CROPS/MUNG,TABLE/PRODUCTION_CROPS/UDID,TABLE/PRODUCTION_CROPS/MASOOR/_Missing,TABLE/PRODUCTION_CROPS/OTR_PULSES,TABLE/PRODUCTION_CROPS/SUGARCANE,TABLE/PRODUCTION_CROPS/OTHER_SPICES/_Missing,TABLE/PRODUCTION_CROPS/COTTON/_Missing,TABLE/PRODUCTION_CROPS/MESTA/_Missing,TABLE/PRODUCTION_CROPS/LINSEED_JAWAS/_Missing,TABLE/PRODUCTION_CROPS/GROUNDNUTS,TABLE/PRODUCTION_CROPS/SUNFLOWER,TABLE/PRODUCTION_CROPS/SESAMUM,TABLE/PRODUCTION_CROPS/SOYABEAN,TABLE/PRODUCTION_CROPS/OTR_OILSEEDS,TABLE/PRODUCTION_CROPS/TOBACCO/_Missing,TABLE/PRODUCTION_CROPS/MEDICINAL/_Missing
2011-12,Satara,527,Districtlevel_Satara,9931,.,57600,.,14300,.,45200,6900,200,17100,1300,2100,2700,.,10900,7294800,.,.,.,.,59200,300,300,79300,200,.,.
