REFERENCE_YEAR,DISTRICT_NAME,DISTRICT_CODE,TALUKA_NAME,TALUKA_CODE,RICE,WHEAT,JOWAR,BAJRA,BARLEY,MAIZE,RAGI,OTHER_CEREALS,GRAM,TUR,UDID,MUNG,MASOOR,OTHER_PULSES,LINSEED_JAWAS,GROUNDNUTS,SUNFLOWER,SESAMUM,SOYABEAN/_Missing,OTHER_OIL_SEEDS,SUGARCANE,COTTON,TAG,MESTA,TOBACCO,MEDICINAL,OTHER_SPICES
2010-11,Parbhani,513,Sailu,4116,1,75,347,13,0,6,0,0,47,52,7,80,0,0,0,117,2,0,.,24,621,424,621,424,0,0,0
2010-11,Parbhani,513,Jintur,4117,11,94,267,1,0,6,0,0.75,47,58,25,122,0,0,0,72,4,0,.,18,24,355,24,355,0,0,0
2010-11,Parbhani,513,Parbhani,4118,4.5,272,375,4,0,6,0,0.75,94,79,8,90,0,0,0,393,13,0,.,42,3058,828,3058,828,0,0,0
2010-11,Parbhani,513,Manwath,4119,1,75,165,3,0,3,0,0,15,22,3,47,0,0,0,36,3,0,.,17,1200,364,1200,364,0,0,0
2010-11,Parbhani,513,Pathri,4120,2,46,128,5,0,1,0,0.75,22,51,7,47,0,0,0,72,3,0,.,14,2318,416,2318,416,0,0,0
2010-11,Parbhani,513,Sonpeth,4121,2.5,71,144,2,0,3,0,0,40,69,3,14,0,0,0,158,6,0,.,37,1258,305,1258,305,0,0,0
2010-11,Parbhani,513,Gangakhed,4122,7,47,122,1,0,3,0,0.75,32,17,4,17,0,0,0,117,5,0,.,7,716,163,716,163,0,0,0
2010-11,Parbhani,513,Palam,4123,2.5,61,108,10,0,3,0,0,27,19,13,24,0,0,0,109,9,0,.,11,308,394,308,394,0,0,0
2010-11,Parbhani,513,Purna,4124,2.5,138,104,3,0,1,0,0,52,51,5,20,0,0,0,169,3,0,.,6,3606,450,3606,450,0,0,0
