TABLE/PRODUCTION_CROPS/REFERENCE_YEAR,TABLE/PRODUCTION_CROPS/DISTRICT_NAME,TABLE/PRODUCTION_CROPS/DISTRICT_ID,TABLE/PRODUCTION_CROPS/TALUKA_NAME,TABLE/PRODUCTION_CROPS/TALUKA_ID,TABLE/PRODUCTION_CROPS/RICE,TABLE/PRODUCTION_CROPS/WHEAT,TABLE/PRODUCTION_CROPS/JOWARR,TABLE/PRODUCTION_CROPS/BAJRA,TABLE/PRODUCTION_CROPS/BARLEY,TABLE/PRODUCTION_CROPS/MAIZE,TABLE/PRODUCTION_CROPS/RAGI,TABLE/PRODUCTION_CROPS/OTHR_CEREALS,TABLE/PRODUCTION_CROPS/GRAM,TABLE/PRODUCTION_CROPS/TUR,TABLE/PRODUCTION_CROPS/MUNG,TABLE/PRODUCTION_CROPS/UDID,TABLE/PRODUCTION_CROPS/MASOOR,TABLE/PRODUCTION_CROPS/OTR_PULSES,TABLE/PRODUCTION_CROPS/SUGARCANE,TABLE/PRODUCTION_CROPS/OTHER_SPICES/_Missing,TABLE/PRODUCTION_CROPS/COTTON/_Missing,TABLE/PRODUCTION_CROPS/MESTA/_Missing,TABLE/PRODUCTION_CROPS/LINSEED_JAWAS,TABLE/PRODUCTION_CROPS/GROUNDNUTS,TABLE/PRODUCTION_CROPS/SUNFLOWER,TABLE/PRODUCTION_CROPS/SESAMUM/_Missing,TABLE/PRODUCTION_CROPS/SOYABEAN/_Missing,TABLE/PRODUCTION_CROPS/OTR_OILSEEDS,TABLE/PRODUCTION_CROPS/TOBACCO,TABLE/PRODUCTION_CROPS/MEDICINAL/_Missing
2011-12,Pune,521,Districtlevel_Pune,9925,775,876,1748,458,0,658,132,14,300,8,19,8,0,53,127973,.,.,.,4,463,7,.,.,94,0,.
